# path	original_sha256	current_sha256	pool_commit	license	upstream_sha	modifications
LeanPool/Incompleteness/Foundation/Modal/Entailment/KD.lean	1c9585e82e5a7700708a9c18c413387017524faed163ce14038fdde845926eef	1c9585e82e5a7700708a9c18c413387017524faed163ce14038fdde845926eef	c8ddda0a64f21cb019720cdda48c94354d4091e7	Apache-2.0	unresolved	none
LeanPool/Incompleteness/Foundation/Modal/Entailment/KP.lean	c07e94f59df5cd15d8e87a4f17904685dfc6ebe7644624092fdfbe6e5bc4e395	c07e94f59df5cd15d8e87a4f17904685dfc6ebe7644624092fdfbe6e5bc4e395	c8ddda0a64f21cb019720cdda48c94354d4091e7	Apache-2.0	unresolved	none
LeanPool/Incompleteness/Foundation/Modal/Entailment/KT.lean	143c23a85ccfc928871052425d47291da7c2abd9b50b9986a2c08e468a9ef962	143c23a85ccfc928871052425d47291da7c2abd9b50b9986a2c08e468a9ef962	c8ddda0a64f21cb019720cdda48c94354d4091e7	Apache-2.0	unresolved	none
LeanPool/Incompleteness/Foundation/Modal/Entailment/KTc.lean	ae331f447b1575ce87a7ba1652f75713a7d6d38c48ac53964f7d1da997e0ec62	ae331f447b1575ce87a7ba1652f75713a7d6d38c48ac53964f7d1da997e0ec62	c8ddda0a64f21cb019720cdda48c94354d4091e7	Apache-2.0	unresolved	none
LeanPool/Incompleteness/Foundation/Modal/Entailment/S5.lean	5c09dfa74fd3da8e4b2232b02e7cfe739f1f0840504df4b7913f16890a76fc3f	5c09dfa74fd3da8e4b2232b02e7cfe739f1f0840504df4b7913f16890a76fc3f	c8ddda0a64f21cb019720cdda48c94354d4091e7	Apache-2.0	unresolved	none
LeanPool/Incompleteness/Foundation/Modal/Entailment/Triv.lean	d71bac45837f9e343cd4512906c83f1da6fb2fba969f538b3068b783fa147448	d71bac45837f9e343cd4512906c83f1da6fb2fba969f538b3068b783fa147448	c8ddda0a64f21cb019720cdda48c94354d4091e7	Apache-2.0	unresolved	none
LeanPool/Incompleteness/Foundation/Modal/Formula.lean	67deb1438119dbe002134c25afac1f9603636dbc6bfc8020358c7c9abb41307a	67deb1438119dbe002134c25afac1f9603636dbc6bfc8020358c7c9abb41307a	c8ddda0a64f21cb019720cdda48c94354d4091e7	Apache-2.0	unresolved	none
LeanPool/Incompleteness/Foundation/Modal/Geachean.lean	2655d63e1b3fdfa2183d6635e28f93f0bf56d535da9d665187c0aa476a3384db	2655d63e1b3fdfa2183d6635e28f93f0bf56d535da9d665187c0aa476a3384db	c8ddda0a64f21cb019720cdda48c94354d4091e7	Apache-2.0	unresolved	none
LeanPool/Incompleteness/Foundation/Modal/Hilbert/Basic.lean	65645c667ed519d22abdb2c777d11432f52eedf454fb236c31615853443a3965	65645c667ed519d22abdb2c777d11432f52eedf454fb236c31615853443a3965	c8ddda0a64f21cb019720cdda48c94354d4091e7	Apache-2.0	unresolved	none
LeanPool/Incompleteness/Foundation/Modal/Hilbert/Geach.lean	cb6679073f24332ee6ee677f5ef3935c68db74ec1f21425f7e2bc12e7b1ca140	cb6679073f24332ee6ee677f5ef3935c68db74ec1f21425f7e2bc12e7b1ca140	c8ddda0a64f21cb019720cdda48c94354d4091e7	Apache-2.0	unresolved	none
LeanPool/Incompleteness/Foundation/Modal/Hilbert/K.lean	01422ac85683084f8dc04a267466469ccd73f5be3145161b9aca9580a82f27e2	01422ac85683084f8dc04a267466469ccd73f5be3145161b9aca9580a82f27e2	c8ddda0a64f21cb019720cdda48c94354d4091e7	Apache-2.0	unresolved	none
LeanPool/Incompleteness/Foundation/Modal/Hilbert/Maximal/Basic.lean	1ddc60cbcf38a5a0c7983b3bf550bddbdf087b81c3ad05c1fe29bb6891aadc38	1ddc60cbcf38a5a0c7983b3bf550bddbdf087b81c3ad05c1fe29bb6891aadc38	c8ddda0a64f21cb019720cdda48c94354d4091e7	Apache-2.0	unresolved	none
LeanPool/Incompleteness/Foundation/Modal/Hilbert/Maximal/Unprovability.lean	f75f0781d48106a1f9f418aa356b5b44b1fdce79743753601173f885f85f8810	f75f0781d48106a1f9f418aa356b5b44b1fdce79743753601173f885f85f8810	c8ddda0a64f21cb019720cdda48c94354d4091e7	Apache-2.0	unresolved	none
LeanPool/Incompleteness/Foundation/Modal/Hilbert/S5Grz.lean	6e1c81bf753f44e547af39a2adf73186749788197a844a4d56124e9cb31189a1	6e1c81bf753f44e547af39a2adf73186749788197a844a4d56124e9cb31189a1	c8ddda0a64f21cb019720cdda48c94354d4091e7	Apache-2.0	unresolved	none
LeanPool/Incompleteness/Foundation/Modal/Hilbert/WellKnown.lean	884b55ac0d9ef9605a32ed13c88aee5842126796caa0eff147a3054ad9bd0cda	884b55ac0d9ef9605a32ed13c88aee5842126796caa0eff147a3054ad9bd0cda	c8ddda0a64f21cb019720cdda48c94354d4091e7	Apache-2.0	unresolved	none
LeanPool/Incompleteness/Foundation/Modal/IntProp.lean	df89bfe3459a41e5bbe9793b70614ee4c4ddcc32ae50a60df9317fa674962be1	df89bfe3459a41e5bbe9793b70614ee4c4ddcc32ae50a60df9317fa674962be1	c8ddda0a64f21cb019720cdda48c94354d4091e7	Apache-2.0	unresolved	none
LeanPool/Incompleteness/Foundation/Modal/Kripke/AxiomDot3.lean	6caf69f42cfde4c30e210df557625fd628ddd07b02a2835ed78e93ebda106d6b	6caf69f42cfde4c30e210df557625fd628ddd07b02a2835ed78e93ebda106d6b	c8ddda0a64f21cb019720cdda48c94354d4091e7	Apache-2.0	unresolved	none
LeanPool/Incompleteness/Foundation/Modal/Kripke/AxiomGrz.lean	9033edf4d8d271e900c5395156b62fe58b0cff9db6e4766111f7270e89cec121	9033edf4d8d271e900c5395156b62fe58b0cff9db6e4766111f7270e89cec121	c8ddda0a64f21cb019720cdda48c94354d4091e7	Apache-2.0	unresolved	none
LeanPool/Incompleteness/Foundation/Modal/Kripke/AxiomL.lean	9cb13b0a2c3eecf5a3658020cb3d65f5027555ebdc3afdb4009b45bc64829b3a	9cb13b0a2c3eecf5a3658020cb3d65f5027555ebdc3afdb4009b45bc64829b3a	c8ddda0a64f21cb019720cdda48c94354d4091e7	Apache-2.0	unresolved	none
LeanPool/Incompleteness/Foundation/Modal/Kripke/AxiomVer.lean	71a4a5b931f6ecd63dcd27094a6589f7600a10acb6d937d4ac5c0ebc230dff4e	71a4a5b931f6ecd63dcd27094a6589f7600a10acb6d937d4ac5c0ebc230dff4e	c8ddda0a64f21cb019720cdda48c94354d4091e7	Apache-2.0	unresolved	none
LeanPool/Incompleteness/Foundation/Modal/Kripke/Basic.lean	c0177089b4932b5f72de71f811cf638baa81d7ea7b832b804f5fde28b7a0c04a	c0177089b4932b5f72de71f811cf638baa81d7ea7b832b804f5fde28b7a0c04a	c8ddda0a64f21cb019720cdda48c94354d4091e7	Apache-2.0	unresolved	none
LeanPool/Incompleteness/Foundation/Modal/Kripke/Closure.lean	9b5f306b079da386196039cbfed5484bf392e0c2b8ac7a78b3ca40f5b0cd5024	9b5f306b079da386196039cbfed5484bf392e0c2b8ac7a78b3ca40f5b0cd5024	c8ddda0a64f21cb019720cdda48c94354d4091e7	Apache-2.0	unresolved	none
LeanPool/Incompleteness/Foundation/Modal/Kripke/Completeness.lean	fa5fbb0b92dfcaad5bf6758c30c0d28cafbcf985d551008f5bc061159987a692	fa5fbb0b92dfcaad5bf6758c30c0d28cafbcf985d551008f5bc061159987a692	c8ddda0a64f21cb019720cdda48c94354d4091e7	Apache-2.0	unresolved	none
LeanPool/Incompleteness/Foundation/Modal/Kripke/Filteration.lean	4ed3f720febb90e3491dea8240500dc40471b6c22472d8874c20f6754c3608e5	4ed3f720febb90e3491dea8240500dc40471b6c22472d8874c20f6754c3608e5	c8ddda0a64f21cb019720cdda48c94354d4091e7	Apache-2.0	unresolved	none
